filename,target,label,length
positive_1113.npz,Kepler-1113,1,0
positive_1107.npz,Kepler-1107,1,0
positive_1171.npz,Kepler-1171,1,0
positive_0869.npz,Kepler-0869,1,0
positive_0078.npz,Kepler-0078,1,0
positive_0836.npz,Kepler-0836,1,0
negative_0497.npz,KIC 0497,0,0
positive_0337.npz,Kepler-0337,1,0
negative_0209.npz,KIC 0209,0,0
positive_1220.npz,Kepler-1220,1,0
negative_0416.npz,KIC 0416,0,0
positive_0944.npz,Kepler-0944,1,0
negative_0638.npz,KIC 0638,0,0
negative_0390.npz,KIC 0390,0,0
positive_0270.npz,Kepler-0270,1,0
positive_0383.npz,Kepler-0383,1,0
positive_0115.npz,Kepler-0115,1,0
negative_0522.npz,KIC 0522,0,0
negative_0127.npz,KIC 0127,0,0
positive_1222.npz,Kepler-1222,1,0
positive_0071.npz,Kepler-0071,1,0
positive_0744.npz,Kepler-0744,1,0
positive_1115.npz,Kepler-1115,1,0
positive_0259.npz,Kepler-0259,1,0
negative_0421.npz,KIC 0421,0,0
negative_0480.npz,KIC 0480,0,0
positive_1130.npz,Kepler-1130,1,0
positive_0854.npz,Kepler-0854,1,0
negative_0188.npz,KIC 0188,0,0
positive_0341.npz,Kepler-0341,1,0
positive_0200.npz,Kepler-0200,1,0
negative_0237.npz,KIC 0237,0,0
positive_0016.npz,Kepler-0016,1,0
positive_0678.npz,Kepler-0678,1,0
negative_0226.npz,KIC 0226,0,0
positive_0909.npz,Kepler-0909,1,0
positive_0229.npz,Kepler-0229,1,0
positive_0508.npz,Kepler-0508,1,0
positive_0795.npz,Kepler-0795,1,0
negative_0425.npz,KIC 0425,0,0
positive_0087.npz,Kepler-0087,1,0
positive_1179.npz,Kepler-1179,1,0
positive_1119.npz,Kepler-1119,1,0
positive_0851.npz,Kepler-0851,1,0
negative_0066.npz,KIC 0066,0,0
positive_1182.npz,Kepler-1182,1,0
positive_0157.npz,Kepler-0157,1,0
positive_1112.npz,Kepler-1112,1,0
positive_0663.npz,Kepler-0663,1,0
positive_0192.npz,Kepler-0192,1,0
positive_0581.npz,Kepler-0581,1,0
negative_0549.npz,KIC 0549,0,0
positive_1047.npz,Kepler-1047,1,0
negative_0068.npz,KIC 0068,0,0
negative_0357.npz,KIC 0357,0,0
negative_0355.npz,KIC 0355,0,0
negative_0411.npz,KIC 0411,0,0
positive_0933.npz,Kepler-0933,1,0
positive_0781.npz,Kepler-0781,1,0
negative_0322.npz,KIC 0322,0,0
negative_0180.npz,KIC 0180,0,0
positive_0111.npz,Kepler-0111,1,0
negative_0618.npz,KIC 0618,0,0
positive_0952.npz,Kepler-0952,1,0
negative_0046.npz,KIC 0046,0,0
negative_0400.npz,KIC 0400,0,0
positive_0934.npz,Kepler-0934,1,0
positive_0915.npz,Kepler-0915,1,0
positive_0687.npz,Kepler-0687,1,0
positive_0422.npz,Kepler-0422,1,0
negative_0008.npz,KIC 0008,0,0
negative_0414.npz,KIC 0414,0,0
positive_0601.npz,Kepler-0601,1,0
positive_0981.npz,Kepler-0981,1,0
positive_0640.npz,Kepler-0640,1,0
negative_0238.npz,KIC 0238,0,0
negative_0309.npz,KIC 0309,0,0
positive_0061.npz,Kepler-0061,1,0
negative_0613.npz,KIC 0613,0,0
negative_0350.npz,KIC 0350,0,0
positive_0654.npz,Kepler-0654,1,0
positive_1093.npz,Kepler-1093,1,0
positive_0380.npz,Kepler-0380,1,0
positive_0537.npz,Kepler-0537,1,0
negative_0150.npz,KIC 0150,0,0
negative_0449.npz,KIC 0449,0,0
positive_0726.npz,Kepler-0726,1,0
negative_0606.npz,KIC 0606,0,0
positive_0522.npz,Kepler-0522,1,0
positive_0604.npz,Kepler-0604,1,0
positive_0495.npz,Kepler-0495,1,0
positive_0618.npz,Kepler-0618,1,0
negative_0396.npz,KIC 0396,0,0
positive_0332.npz,Kepler-0332,1,0
negative_0086.npz,KIC 0086,0,0
positive_0430.npz,Kepler-0430,1,0
negative_0198.npz,KIC 0198,0,0
positive_0118.npz,Kepler-0118,1,0
positive_0141.npz,Kepler-0141,1,0
positive_0954.npz,Kepler-0954,1,0
positive_1053.npz,Kepler-1053,1,0
negative_0353.npz,KIC 0353,0,0
positive_0119.npz,Kepler-0119,1,0
positive_0801.npz,Kepler-0801,1,0
positive_0257.npz,Kepler-0257,1,0
positive_1232.npz,Kepler-1232,1,0
negative_0142.npz,KIC 0142,0,0
negative_0117.npz,KIC 0117,0,0
positive_0326.npz,Kepler-0326,1,0
positive_1035.npz,Kepler-1035,1,0
negative_0257.npz,KIC 0257,0,0
negative_0440.npz,KIC 0440,0,0
positive_1197.npz,Kepler-1197,1,0
positive_0342.npz,Kepler-0342,1,0
positive_0339.npz,Kepler-0339,1,0
positive_0977.npz,Kepler-0977,1,0
positive_0566.npz,Kepler-0566,1,0
negative_0036.npz,KIC 0036,0,0
negative_0331.npz,KIC 0331,0,0
negative_0360.npz,KIC 0360,0,0
negative_0137.npz,KIC 0137,0,0
negative_0590.npz,KIC 0590,0,0
positive_0239.npz,Kepler-0239,1,0
positive_0474.npz,Kepler-0474,1,0
positive_0596.npz,Kepler-0596,1,0
positive_0285.npz,Kepler-0285,1,0
positive_0358.npz,Kepler-0358,1,0
positive_0582.npz,Kepler-0582,1,0
positive_0911.npz,Kepler-0911,1,0
positive_1132.npz,Kepler-1132,1,0
positive_0162.npz,Kepler-0162,1,0
negative_0015.npz,KIC 0015,0,0
positive_1013.npz,Kepler-1013,1,0
positive_0606.npz,Kepler-0606,1,0
positive_0883.npz,Kepler-0883,1,0
positive_0568.npz,Kepler-0568,1,0
positive_0951.npz,Kepler-0951,1,0
positive_0588.npz,Kepler-0588,1,0
positive_1208.npz,Kepler-1208,1,0
positive_1037.npz,Kepler-1037,1,0
positive_0185.npz,Kepler-0185,1,0
positive_1229.npz,Kepler-1229,1,0
positive_0346.npz,Kepler-0346,1,0
positive_0949.npz,Kepler-0949,1,0
positive_0682.npz,Kepler-0682,1,0
positive_0365.npz,Kepler-0365,1,0
negative_0253.npz,KIC 0253,0,0
positive_0236.npz,Kepler-0236,1,0
positive_0298.npz,Kepler-0298,1,0
positive_0561.npz,Kepler-0561,1,0
positive_0408.npz,Kepler-0408,1,0
positive_0273.npz,Kepler-0273,1,0
positive_0170.npz,Kepler-0170,1,0
negative_0316.npz,KIC 0316,0,0
positive_0862.npz,Kepler-0862,1,0
positive_0704.npz,Kepler-0704,1,0
positive_0251.npz,Kepler-0251,1,0
positive_0470.npz,Kepler-0470,1,0
negative_0028.npz,KIC 0028,0,0
negative_0181.npz,KIC 0181,0,0
negative_0167.npz,KIC 0167,0,0
negative_0570.npz,KIC 0570,0,0
positive_0266.npz,Kepler-0266,1,0
positive_0462.npz,Kepler-0462,1,0
positive_0279.npz,Kepler-0279,1,0
positive_0225.npz,Kepler-0225,1,0
positive_0806.npz,Kepler-0806,1,0
positive_1090.npz,Kepler-1090,1,0
negative_0451.npz,KIC 0451,0,0
positive_1154.npz,Kepler-1154,1,0
positive_1212.npz,Kepler-1212,1,0
positive_0637.npz,Kepler-0637,1,0
negative_0207.npz,KIC 0207,0,0
negative_0079.npz,KIC 0079,0,0
positive_1084.npz,Kepler-1084,1,0
positive_0121.npz,Kepler-0121,1,0
positive_1040.npz,Kepler-1040,1,0
positive_0059.npz,Kepler-0059,1,0
positive_0639.npz,Kepler-0639,1,0
positive_0693.npz,Kepler-0693,1,0
positive_0548.npz,Kepler-0548,1,0
negative_0247.npz,KIC 0247,0,0
positive_0369.npz,Kepler-0369,1,0
positive_0591.npz,Kepler-0591,1,0
positive_0564.npz,Kepler-0564,1,0
positive_0727.npz,Kepler-0727,1,0
positive_0306.npz,Kepler-0306,1,0
positive_0975.npz,Kepler-0975,1,0
positive_1005.npz,Kepler-1005,1,0
negative_0284.npz,KIC 0284,0,0
positive_0292.npz,Kepler-0292,1,0
negative_0540.npz,KIC 0540,0,0
negative_0419.npz,KIC 0419,0,0
negative_0281.npz,KIC 0281,0,0
negative_0596.npz,KIC 0596,0,0
positive_0198.npz,Kepler-0198,1,0
negative_0092.npz,KIC 0092,0,0
positive_0194.npz,Kepler-0194,1,0
negative_0503.npz,KIC 0503,0,0
negative_0622.npz,KIC 0622,0,0
positive_0792.npz,Kepler-0792,1,0
positive_1245.npz,Kepler-1245,1,0
positive_0701.npz,Kepler-0701,1,0
positive_0374.npz,Kepler-0374,1,0
positive_0857.npz,Kepler-0857,1,0
negative_0420.npz,KIC 0420,0,0
positive_1033.npz,Kepler-1033,1,0
positive_1216.npz,Kepler-1216,1,0
negative_0059.npz,KIC 0059,0,0
negative_0256.npz,KIC 0256,0,0
positive_0208.npz,Kepler-0208,1,0
positive_0956.npz,Kepler-0956,1,0
positive_0161.npz,Kepler-0161,1,0
negative_0278.npz,KIC 0278,0,0
positive_0814.npz,Kepler-0814,1,0
negative_0487.npz,KIC 0487,0,0
positive_0466.npz,Kepler-0466,1,0
negative_0408.npz,KIC 0408,0,0
negative_0227.npz,KIC 0227,0,0
positive_0576.npz,Kepler-0576,1,0
positive_0093.npz,Kepler-0093,1,0
negative_0426.npz,KIC 0426,0,0
positive_0410.npz,Kepler-0410,1,0
positive_0399.npz,Kepler-0399,1,0
positive_0168.npz,Kepler-0168,1,0
negative_0119.npz,KIC 0119,0,0
positive_0764.npz,Kepler-0764,1,0
positive_0821.npz,Kepler-0821,1,0
positive_0494.npz,Kepler-0494,1,0
positive_0753.npz,Kepler-0753,1,0
positive_1234.npz,Kepler-1234,1,0
positive_0903.npz,Kepler-0903,1,0
positive_1188.npz,Kepler-1188,1,0
positive_0216.npz,Kepler-0216,1,0
negative_0101.npz,KIC 0101,0,0
positive_0563.npz,Kepler-0563,1,0
negative_0381.npz,KIC 0381,0,0
positive_0722.npz,Kepler-0722,1,0
positive_0743.npz,Kepler-0743,1,0
positive_0063.npz,Kepler-0063,1,0
negative_0481.npz,KIC 0481,0,0
negative_0323.npz,KIC 0323,0,0
positive_0084.npz,Kepler-0084,1,0
positive_0848.npz,Kepler-0848,1,0
positive_0340.npz,Kepler-0340,1,0
positive_0019.npz,Kepler-0019,1,0
positive_0443.npz,Kepler-0443,1,0
positive_1134.npz,Kepler-1134,1,0
negative_0417.npz,KIC 0417,0,0
positive_0075.npz,Kepler-0075,1,0
negative_0608.npz,KIC 0608,0,0
positive_1071.npz,Kepler-1071,1,0
positive_0686.npz,Kepler-0686,1,0
negative_0312.npz,KIC 0312,0,0
positive_1149.npz,Kepler-1149,1,0
negative_0006.npz,KIC 0006,0,0
positive_0925.npz,Kepler-0925,1,0
positive_0395.npz,Kepler-0395,1,0
negative_0450.npz,KIC 0450,0,0
positive_1248.npz,Kepler-1248,1,0
negative_0060.npz,KIC 0060,0,0
positive_0720.npz,Kepler-0720,1,0
negative_0529.npz,KIC 0529,0,0
positive_0947.npz,Kepler-0947,1,0
positive_0268.npz,Kepler-0268,1,0
positive_0986.npz,Kepler-0986,1,0
positive_0431.npz,Kepler-0431,1,0
negative_0097.npz,KIC 0097,0,0
positive_0740.npz,Kepler-0740,1,0
negative_0249.npz,KIC 0249,0,0
positive_0809.npz,Kepler-0809,1,0
positive_0017.npz,Kepler-0017,1,0
negative_0077.npz,KIC 0077,0,0
positive_0485.npz,Kepler-0485,1,0
positive_0420.npz,Kepler-0420,1,0
negative_0575.npz,KIC 0575,0,0
negative_0043.npz,KIC 0043,0,0
negative_0521.npz,KIC 0521,0,0
positive_0528.npz,Kepler-0528,1,0
negative_0277.npz,KIC 0277,0,0
positive_1002.npz,Kepler-1002,1,0
positive_0069.npz,Kepler-0069,1,0
negative_0399.npz,KIC 0399,0,0
positive_0993.npz,Kepler-0993,1,0
positive_0584.npz,Kepler-0584,1,0
negative_0203.npz,KIC 0203,0,0
positive_0496.npz,Kepler-0496,1,0
positive_0914.npz,Kepler-0914,1,0
negative_0515.npz,KIC 0515,0,0
positive_0146.npz,Kepler-0146,1,0
positive_0819.npz,Kepler-0819,1,0
positive_0703.npz,Kepler-0703,1,0
negative_0262.npz,KIC 0262,0,0
positive_0174.npz,Kepler-0174,1,0
positive_1114.npz,Kepler-1114,1,0
positive_0950.npz,Kepler-0950,1,0
positive_0425.npz,Kepler-0425,1,0
negative_0597.npz,KIC 0597,0,0
positive_0008.npz,Kepler-0008,1,0
positive_0935.npz,Kepler-0935,1,0
negative_0434.npz,KIC 0434,0,0
positive_0832.npz,Kepler-0832,1,0
positive_0920.npz,Kepler-0920,1,0
negative_0178.npz,KIC 0178,0,0
negative_0591.npz,KIC 0591,0,0
positive_0620.npz,Kepler-0620,1,0
negative_0123.npz,KIC 0123,0,0
positive_0721.npz,Kepler-0721,1,0
positive_0736.npz,Kepler-0736,1,0
negative_0286.npz,KIC 0286,0,0
positive_0705.npz,Kepler-0705,1,0
negative_0409.npz,KIC 0409,0,0
positive_0560.npz,Kepler-0560,1,0
positive_1003.npz,Kepler-1003,1,0
negative_0061.npz,KIC 0061,0,0
negative_0264.npz,KIC 0264,0,0
negative_0595.npz,KIC 0595,0,0
positive_0286.npz,Kepler-0286,1,0
positive_1098.npz,Kepler-1098,1,0
positive_0250.npz,Kepler-0250,1,0
positive_1133.npz,Kepler-1133,1,0
positive_0505.npz,Kepler-0505,1,0
negative_0195.npz,KIC 0195,0,0
positive_0834.npz,Kepler-0834,1,0
positive_1016.npz,Kepler-1016,1,0
negative_0210.npz,KIC 0210,0,0
positive_0237.npz,Kepler-0237,1,0
positive_0143.npz,Kepler-0143,1,0
positive_0745.npz,Kepler-0745,1,0
negative_0551.npz,KIC 0551,0,0
positive_0159.npz,Kepler-0159,1,0
positive_0450.npz,Kepler-0450,1,0
negative_0415.npz,KIC 0415,0,0
positive_0592.npz,Kepler-0592,1,0
positive_0478.npz,Kepler-0478,1,0
positive_0904.npz,Kepler-0904,1,0
positive_1164.npz,Kepler-1164,1,0
negative_0285.npz,KIC 0285,0,0
positive_0660.npz,Kepler-0660,1,0
positive_0307.npz,Kepler-0307,1,0
positive_1048.npz,Kepler-1048,1,0
positive_1062.npz,Kepler-1062,1,0
positive_0289.npz,Kepler-0289,1,0
positive_1121.npz,Kepler-1121,1,0
positive_0315.npz,Kepler-0315,1,0
positive_0049.npz,Kepler-0049,1,0
positive_0631.npz,Kepler-0631,1,0
positive_0632.npz,Kepler-0632,1,0
positive_0610.npz,Kepler-0610,1,0
positive_0625.npz,Kepler-0625,1,0
positive_0968.npz,Kepler-0968,1,0
positive_0824.npz,Kepler-0824,1,0
positive_0433.npz,Kepler-0433,1,0
positive_0562.npz,Kepler-0562,1,0
negative_0537.npz,KIC 0537,0,0
positive_0152.npz,Kepler-0152,1,0
negative_0578.npz,KIC 0578,0,0
negative_0301.npz,KIC 0301,0,0
positive_0700.npz,Kepler-0700,1,0
positive_0477.npz,Kepler-0477,1,0
positive_0392.npz,Kepler-0392,1,0
negative_0229.npz,KIC 0229,0,0
negative_0637.npz,KIC 0637,0,0
positive_0813.npz,Kepler-0813,1,0
positive_0518.npz,Kepler-0518,1,0
positive_0264.npz,Kepler-0264,1,0
positive_1126.npz,Kepler-1126,1,0
positive_1161.npz,Kepler-1161,1,0
negative_0030.npz,KIC 0030,0,0
positive_0416.npz,Kepler-0416,1,0
positive_1233.npz,Kepler-1233,1,0
negative_0438.npz,KIC 0438,0,0
positive_0254.npz,Kepler-0254,1,0
negative_0341.npz,KIC 0341,0,0
positive_0028.npz,Kepler-0028,1,0
positive_1027.npz,Kepler-1027,1,0
positive_0668.npz,Kepler-0668,1,0
positive_0526.npz,Kepler-0526,1,0
positive_1124.npz,Kepler-1124,1,0
negative_0131.npz,KIC 0131,0,0
negative_0541.npz,KIC 0541,0,0
positive_0556.npz,Kepler-0556,1,0
positive_0370.npz,Kepler-0370,1,0
positive_0922.npz,Kepler-0922,1,0
negative_0499.npz,KIC 0499,0,0
negative_0363.npz,KIC 0363,0,0
negative_0621.npz,KIC 0621,0,0
positive_0497.npz,Kepler-0497,1,0
negative_0369.npz,KIC 0369,0,0
positive_0180.npz,Kepler-0180,1,0
negative_0356.npz,KIC 0356,0,0
negative_0318.npz,KIC 0318,0,0
negative_0636.npz,KIC 0636,0,0
positive_1105.npz,Kepler-1105,1,0
positive_0696.npz,Kepler-0696,1,0
positive_0500.npz,Kepler-0500,1,0
positive_0262.npz,Kepler-0262,1,0
positive_1081.npz,Kepler-1081,1,0
positive_1160.npz,Kepler-1160,1,0
negative_0500.npz,KIC 0500,0,0
positive_0324.npz,Kepler-0324,1,0
negative_0049.npz,KIC 0049,0,0
negative_0175.npz,KIC 0175,0,0
positive_0768.npz,Kepler-0768,1,0
positive_0707.npz,Kepler-0707,1,0
positive_0274.npz,Kepler-0274,1,0
positive_0109.npz,Kepler-0109,1,0
negative_0172.npz,KIC 0172,0,0
positive_0750.npz,Kepler-0750,1,0
negative_0287.npz,KIC 0287,0,0
positive_0202.npz,Kepler-0202,1,0
positive_0849.npz,Kepler-0849,1,0
positive_0429.npz,Kepler-0429,1,0
positive_0344.npz,Kepler-0344,1,0
negative_0644.npz,KIC 0644,0,0
positive_0807.npz,Kepler-0807,1,0
positive_0439.npz,Kepler-0439,1,0
negative_0254.npz,KIC 0254,0,0
positive_0275.npz,Kepler-0275,1,0
positive_0657.npz,Kepler-0657,1,0
positive_1235.npz,Kepler-1235,1,0
positive_0554.npz,Kepler-0554,1,0
positive_1066.npz,Kepler-1066,1,0
negative_0146.npz,KIC 0146,0,0
positive_0036.npz,Kepler-0036,1,0
positive_0173.npz,Kepler-0173,1,0
positive_0386.npz,Kepler-0386,1,0
positive_0921.npz,Kepler-0921,1,0
positive_0293.npz,Kepler-0293,1,0
positive_0463.npz,Kepler-0463,1,0
positive_0841.npz,Kepler-0841,1,0
positive_0892.npz,Kepler-0892,1,0
positive_0973.npz,Kepler-0973,1,0
positive_0771.npz,Kepler-0771,1,0
positive_0888.npz,Kepler-0888,1,0
negative_0548.npz,KIC 0548,0,0
positive_1246.npz,Kepler-1246,1,0
positive_0277.npz,Kepler-0277,1,0
positive_0411.npz,Kepler-0411,1,0
positive_0787.npz,Kepler-0787,1,0
negative_0530.npz,KIC 0530,0,0
positive_0817.npz,Kepler-0817,1,0
positive_0907.npz,Kepler-0907,1,0
positive_0931.npz,Kepler-0931,1,0
negative_0298.npz,KIC 0298,0,0
positive_0231.npz,Kepler-0231,1,0
positive_0196.npz,Kepler-0196,1,0
negative_0465.npz,KIC 0465,0,0
positive_1055.npz,Kepler-1055,1,0
negative_0174.npz,KIC 0174,0,0
positive_0352.npz,Kepler-0352,1,0
positive_0627.npz,Kepler-0627,1,0
positive_1228.npz,Kepler-1228,1,0
positive_0426.npz,Kepler-0426,1,0
positive_0677.npz,Kepler-0677,1,0
positive_0304.npz,Kepler-0304,1,0
positive_0128.npz,Kepler-0128,1,0
positive_0818.npz,Kepler-0818,1,0
negative_0208.npz,KIC 0208,0,0
positive_0767.npz,Kepler-0767,1,0
negative_0272.npz,KIC 0272,0,0
negative_0202.npz,KIC 0202,0,0
negative_0255.npz,KIC 0255,0,0
positive_0939.npz,Kepler-0939,1,0
negative_0326.npz,KIC 0326,0,0
positive_0002.npz,Kepler-0002,1,0
positive_0301.npz,Kepler-0301,1,0
positive_0913.npz,Kepler-0913,1,0
negative_0157.npz,KIC 0157,0,0
negative_0598.npz,KIC 0598,0,0
positive_0685.npz,Kepler-0685,1,0
positive_0976.npz,Kepler-0976,1,0
negative_0592.npz,KIC 0592,0,0
positive_0023.npz,Kepler-0023,1,0
negative_0213.npz,KIC 0213,0,0
positive_1204.npz,Kepler-1204,1,0
positive_1017.npz,Kepler-1017,1,0
positive_0385.npz,Kepler-0385,1,0
negative_0477.npz,KIC 0477,0,0
positive_0101.npz,Kepler-0101,1,0
positive_0182.npz,Kepler-0182,1,0
positive_0403.npz,Kepler-0403,1,0
positive_0845.npz,Kepler-0845,1,0
negative_0478.npz,KIC 0478,0,0
positive_0962.npz,Kepler-0962,1,0
negative_0582.npz,KIC 0582,0,0
negative_0640.npz,KIC 0640,0,0
positive_0057.npz,Kepler-0057,1,0
positive_0414.npz,Kepler-0414,1,0
negative_0368.npz,KIC 0368,0,0
positive_0927.npz,Kepler-0927,1,0
positive_0923.npz,Kepler-0923,1,0
negative_0584.npz,KIC 0584,0,0
positive_0126.npz,Kepler-0126,1,0
positive_0464.npz,Kepler-0464,1,0
negative_0297.npz,KIC 0297,0,0
negative_0443.npz,KIC 0443,0,0
positive_0043.npz,Kepler-0043,1,0
positive_0296.npz,Kepler-0296,1,0
positive_0984.npz,Kepler-0984,1,0
negative_0473.npz,KIC 0473,0,0
positive_0245.npz,Kepler-0245,1,0
negative_0225.npz,KIC 0225,0,0
positive_0310.npz,Kepler-0310,1,0
negative_0110.npz,KIC 0110,0,0
positive_0091.npz,Kepler-0091,1,0
positive_0371.npz,Kepler-0371,1,0
negative_0321.npz,KIC 0321,0,0
positive_0642.npz,Kepler-0642,1,0
negative_0177.npz,KIC 0177,0,0
positive_0247.npz,Kepler-0247,1,0
positive_0752.npz,Kepler-0752,1,0
positive_0212.npz,Kepler-0212,1,0
positive_0393.npz,Kepler-0393,1,0
positive_1056.npz,Kepler-1056,1,0
negative_0349.npz,KIC 0349,0,0
negative_0398.npz,KIC 0398,0,0
positive_1184.npz,Kepler-1184,1,0
positive_0169.npz,Kepler-0169,1,0
positive_0648.npz,Kepler-0648,1,0
positive_0479.npz,Kepler-0479,1,0
positive_0905.npz,Kepler-0905,1,0
positive_0187.npz,Kepler-0187,1,0
positive_0590.npz,Kepler-0590,1,0
negative_0024.npz,KIC 0024,0,0
negative_0025.npz,KIC 0025,0,0
positive_0241.npz,Kepler-0241,1,0
positive_0158.npz,Kepler-0158,1,0
positive_0079.npz,Kepler-0079,1,0
positive_0356.npz,Kepler-0356,1,0
positive_0265.npz,Kepler-0265,1,0
negative_0633.npz,KIC 0633,0,0
positive_0656.npz,Kepler-0656,1,0
positive_0363.npz,Kepler-0363,1,0
positive_0551.npz,Kepler-0551,1,0
positive_0715.npz,Kepler-0715,1,0
positive_0498.npz,Kepler-0498,1,0
positive_1159.npz,Kepler-1159,1,0
positive_1137.npz,Kepler-1137,1,0
positive_0011.npz,Kepler-0011,1,0
negative_0457.npz,KIC 0457,0,0
negative_0069.npz,KIC 0069,0,0
positive_0099.npz,Kepler-0099,1,0
positive_0930.npz,Kepler-0930,1,0
positive_0272.npz,Kepler-0272,1,0
positive_0056.npz,Kepler-0056,1,0
positive_1006.npz,Kepler-1006,1,0
positive_0746.npz,Kepler-0746,1,0
positive_0540.npz,Kepler-0540,1,0
positive_0330.npz,Kepler-0330,1,0
positive_0100.npz,Kepler-0100,1,0
positive_0513.npz,Kepler-0513,1,0
positive_0291.npz,Kepler-0291,1,0
positive_1036.npz,Kepler-1036,1,0
positive_0483.npz,Kepler-0483,1,0
positive_1211.npz,Kepler-1211,1,0
negative_0067.npz,KIC 0067,0,0
positive_0114.npz,Kepler-0114,1,0
positive_0609.npz,Kepler-0609,1,0
positive_0018.npz,Kepler-0018,1,0
positive_0323.npz,Kepler-0323,1,0
positive_1096.npz,Kepler-1096,1,0
positive_0565.npz,Kepler-0565,1,0
negative_0506.npz,KIC 0506,0,0
positive_0679.npz,Kepler-0679,1,0
positive_0885.npz,Kepler-0885,1,0
positive_0073.npz,Kepler-0073,1,0
negative_0113.npz,KIC 0113,0,0
positive_0589.npz,Kepler-0589,1,0
negative_0218.npz,KIC 0218,0,0
positive_0140.npz,Kepler-0140,1,0
positive_1196.npz,Kepler-1196,1,0
positive_0053.npz,Kepler-0053,1,0
negative_0354.npz,KIC 0354,0,0
positive_0417.npz,Kepler-0417,1,0
positive_0468.npz,Kepler-0468,1,0
negative_0145.npz,KIC 0145,0,0
positive_0394.npz,Kepler-0394,1,0
positive_0635.npz,Kepler-0635,1,0
positive_0130.npz,Kepler-0130,1,0
negative_0135.npz,KIC 0135,0,0
positive_0772.npz,Kepler-0772,1,0
negative_0433.npz,KIC 0433,0,0
positive_0343.npz,Kepler-0343,1,0
positive_0957.npz,Kepler-0957,1,0
negative_0222.npz,KIC 0222,0,0
negative_0488.npz,KIC 0488,0,0
negative_0114.npz,KIC 0114,0,0
positive_1065.npz,Kepler-1065,1,0
positive_1034.npz,Kepler-1034,1,0
negative_0325.npz,KIC 0325,0,0
positive_0953.npz,Kepler-0953,1,0
positive_0709.npz,Kepler-0709,1,0
positive_1076.npz,Kepler-1076,1,0
positive_0026.npz,Kepler-0026,1,0
positive_0179.npz,Kepler-0179,1,0
negative_0259.npz,KIC 0259,0,0
negative_0631.npz,KIC 0631,0,0
positive_0215.npz,Kepler-0215,1,0
positive_0621.npz,Kepler-0621,1,0
negative_0299.npz,KIC 0299,0,0
positive_0366.npz,Kepler-0366,1,0
negative_0124.npz,KIC 0124,0,0
positive_0519.npz,Kepler-0519,1,0
positive_0863.npz,Kepler-0863,1,0
positive_0201.npz,Kepler-0201,1,0
positive_0020.npz,Kepler-0020,1,0
positive_0871.npz,Kepler-0871,1,0
positive_0945.npz,Kepler-0945,1,0
positive_0583.npz,Kepler-0583,1,0
positive_0234.npz,Kepler-0234,1,0
positive_1024.npz,Kepler-1024,1,0
negative_0519.npz,KIC 0519,0,0
positive_0454.npz,Kepler-0454,1,0
negative_0328.npz,KIC 0328,0,0
positive_1218.npz,Kepler-1218,1,0
positive_1207.npz,Kepler-1207,1,0
negative_0635.npz,KIC 0635,0,0
positive_0186.npz,Kepler-0186,1,0
positive_0838.npz,Kepler-0838,1,0
positive_0151.npz,Kepler-0151,1,0
negative_0588.npz,KIC 0588,0,0
positive_0741.npz,Kepler-0741,1,0
positive_0894.npz,Kepler-0894,1,0
positive_1102.npz,Kepler-1102,1,0
negative_0467.npz,KIC 0467,0,0
negative_0173.npz,KIC 0173,0,0
negative_0042.npz,KIC 0042,0,0
positive_0312.npz,Kepler-0312,1,0
positive_0438.npz,Kepler-0438,1,0
positive_0287.npz,Kepler-0287,1,0
positive_0442.npz,Kepler-0442,1,0
positive_0634.npz,Kepler-0634,1,0
positive_0702.npz,Kepler-0702,1,0
positive_0252.npz,Kepler-0252,1,0
negative_0361.npz,KIC 0361,0,0
positive_0585.npz,Kepler-0585,1,0
positive_0489.npz,Kepler-0489,1,0
positive_0695.npz,Kepler-0695,1,0
negative_0576.npz,KIC 0576,0,0
positive_0659.npz,Kepler-0659,1,0
positive_1209.npz,Kepler-1209,1,0
positive_0859.npz,Kepler-0859,1,0
positive_1000.npz,Kepler-1000,1,0
negative_0626.npz,KIC 0626,0,0
positive_1104.npz,Kepler-1104,1,0
positive_0742.npz,Kepler-0742,1,0
negative_0019.npz,KIC 0019,0,0
